"Fish_ID","Year","Date","Content","Category","Count","Mass","Species","TL_mm","Mass_g","Sex","Diet_Mass_g","GutFullness","Liver_Mass_g","Gonad_Mass_g","Heart_Mass_g"
"SSM001",2018,2018-07-31,"Empty","Empty",NA,NA,"Slimy",16.9,50,"F",0,1,0.9,0.8,NA
"SSM003",2018,2018-07-31,"Empty","Empty",NA,NA,"Fourhorn",27.1,200,"F",0,1,9.7,8.7,0.5
"SSM008",2018,2018-08-07,"Unidentified","Unidentified",NA,NA,"Fourhorn",24.4,150,"F",0.846,2,7,6.4,0.3
"SSM010",2018,2018-08-07,"Empty","Empty",NA,NA,"Slimy",12.2,12.8,"F",0,1,0.3,0.1,0
"SSM011",2018,2018-08-07,"Empty","Empty",NA,NA,"Fourhorn",14,31.3,"F",0,1,0.7,0.9,0
"SSM015",2018,2018-08-08,"Unidentified","Unidentified",NA,NA,"Fourhorn",26,100,"F",2.838,3,4.8,4.6,0.3
"SSM028",2018,2018-08-11,"Empty","Empty",NA,NA,"Fourhorn",5.5,2,"Unknown",0,1,0,NA,0
"SSM029",2018,2018-08-14,"Empty","Empty",NA,NA,"Fourhorn",26,172.7,"F",0,1,11.1,10.6,0.6
"SSM042",2018,2018-08-26,"Empty","Empty",NA,NA,"Fourhorn",22.2,104.4,"M",0,1,3.3,5.5,0.2
"SSM051",2018,2018-09-02,"Empty","Empty",NA,NA,"Fourhorn",22,102.5,"F",0,1,6.9,10.4,0.2
"SSM060",2019,2019-08-12,"amphipod","Amphipod",1,0.002,"Fourhorn",13.32,16.9,"M",0.1,NA,0.1,0.9,0
"SSM060",2019,2019-08-12,"onisimus sp.","Onisimus sp.",1,0.016,"Fourhorn",13.32,16.9,"M",0.1,NA,0.1,0.9,0
"SSM060",2019,2019-08-12,"krill","Krill",1,0.016,"Fourhorn",13.32,16.9,"M",0.1,NA,0.1,0.9,0
"SSM062",2019,2019-08-13,"gammarus sp.","Gammarus sp.",2,0.075,"Fourhorn",14.83,25.5,"M",0.8,NA,0.3,1.4,0
"SSM062",2019,2019-08-13,"fish","Fish",4,0.272,"Fourhorn",14.83,25.5,"M",0.8,NA,0.3,1.4,0
"SSM061",2019,2019-08-13,"gammarus sp.","Gammarus sp.",1,0.024,"Fourhorn",14.63,23,"M",0.2,NA,0.3,0.2,0
"SSM064",2019,2019-08-15,"onisimus sp.","Onisimus sp.",2,0.006,"Fourhorn",16.6,29.4,"F",0.6,NA,0,0.5,0
"SSM064",2019,2019-08-15,"amphipod","Amphipod",1,0.007,"Fourhorn",16.6,29.4,"F",0.6,NA,0,0.5,0
"SSM064",2019,2019-08-15,"digested","Digested",NA,0.058,"Fourhorn",16.6,29.4,"F",0.6,NA,0,0.5,0
"SSM067",2019,2019-08-16,"digested","Digested",NA,0.002,"Fourhorn",15.2,26.2,"M",0,NA,0.4,1.4,0
"SSM065",2019,2019-08-16,"amphipod","Amphipod",1,0,"Fourhorn",16.4,29,"F",0.2,NA,0.3,0.6,0
"SSM066",2019,2019-08-16,"krill","Krill",2,0.002,"Fourhorn",13.24,18.2,"F",1.4,NA,0.1,0.2,0
"SSM066",2019,2019-08-16,"onisimus sp.","Onisimus sp.",1,0.003,"Fourhorn",13.24,18.2,"F",1.4,NA,0.1,0.2,0
"SSM066",2019,2019-08-16,"sea angel","Sea Angel",7,0.413,"Fourhorn",13.24,18.2,"F",1.4,NA,0.1,0.2,0
"SSM072",2019,2019-08-18,"fish","Fish",3,0.374,"Fourhorn",14.55,22.4,"F",0.8,NA,0.2,0.2,0
"SSM072",2019,2019-08-18,"amphipod","Amphipod",1,0.008,"Fourhorn",14.55,22.4,"F",0.8,NA,0.2,0.2,0
"SSM070",2019,2019-08-18,"digested","Digested",NA,0.001,"Fourhorn",13.42,17,"M",0.4,NA,0.3,0.5,0
"SSM070",2019,2019-08-18,"amphipod","Amphipod",1,0.002,"Fourhorn",13.42,17,"M",0.4,NA,0.3,0.5,0
"SSM070",2019,2019-08-18,"fish","Fish",1,0.103,"Fourhorn",13.42,17,"M",0.4,NA,0.3,0.5,0
"SSM071",2019,2019-08-18,"gammarus sp.","Gammarus sp.",1,0.034,"Fourhorn",12.59,16.8,"F",1.4,NA,0.3,0.2,0
"SSM071",2019,2019-08-18,"amphipod","Amphipod",1,0.023,"Fourhorn",12.59,16.8,"F",1.4,NA,0.3,0.2,0
"SSM071",2019,2019-08-18,"fish","Fish",4,0.469,"Fourhorn",12.59,16.8,"F",1.4,NA,0.3,0.2,0
"SSM069",2019,2019-08-18,"fish","Fish",3,0.205,"Fourhorn",15.02,27.5,"F",0.8,NA,0.3,0.3,0
"SSM068",2019,2019-08-18,"fish","Fish",1,0.135,"Fourhorn",13.9,21.8,"F",1.4,NA,0.3,0.2,0
"SSM068",2019,2019-08-18,"krill","Krill",1,0.02,"Fourhorn",13.9,21.8,"F",1.4,NA,0.3,0.2,0
"SSM068",2019,2019-08-18,"gammarus sp.","Gammarus sp.",19,0.438,"Fourhorn",13.9,21.8,"F",1.4,NA,0.3,0.2,0
"SSM073",2019,2019-08-19,"amphipod","Amphipod",1,0.003,"Fourhorn",14.98,27.1,"F",1.2,NA,0.2,0.3,0
"SSM073",2019,2019-08-19,"gammarus sp.","Gammarus sp.",2,0.048,"Fourhorn",14.98,27.1,"F",1.2,NA,0.2,0.3,0
"SSM073",2019,2019-08-19,"krill","Krill",2,0.058,"Fourhorn",14.98,27.1,"F",1.2,NA,0.2,0.3,0
"SSM073",2019,2019-08-19,"fish","Fish",1,0.148,"Fourhorn",14.98,27.1,"F",1.2,NA,0.2,0.3,0
"SSM073",2019,2019-08-19,"digested","Digested",NA,0.217,"Fourhorn",14.98,27.1,"F",1.2,NA,0.2,0.3,0
"SSM074",2019,2019-08-19,"digested","Digested",NA,0.001,"Fourhorn",13.6,16.8,"F",0,NA,0.1,0.2,0
"SSM075",2019,2019-08-19,"amphipod","Amphipod",1,0.005,"Fourhorn",13.04,16.1,"M",0.2,NA,0.2,0,0
"SSM075",2019,2019-08-19,"digested","Digested",NA,0.005,"Fourhorn",13.04,16.1,"M",0.2,NA,0.2,0,0
"SSM076",2019,2019-08-21,"krill","Krill",87,1.038,"Slimy",12.09,23.2,"M",2.3,NA,0.7,0,0
"SSM063",2019,2019-08-15,"empty","Empty",0,0,"Fourhorn",15.34,25.4,"M",0,NA,0.3,0.3,0
