Fish_ID,Year,Date,Content,Category,Count,Mass,Species,TL_mm,Mass_g,Sex,Diet_Mass_g,GutFullness,Liver_Mass_g,Gonad_Mass_g,Heart_Mass_g
SSM041,2018,8/26/18,unidentified,Digested,NA,2.557,Fourhorn,20.8,94.9,M,4.041,4,4.3,5.4,0.2
SSM041,2018,8/26/18,gammarus,Gammarus sp.,1,0.12,Fourhorn,20.8,94.9,M,4.041,4,4.3,5.4,0.2
SSM041,2018,8/26/18,onisimus littoralis,Onisimus sp.,2,0.166,Fourhorn,20.8,94.9,M,4.041,4,4.3,5.4,0.2
SSM041,2018,8/26/18,larval fish,Fish,5,0.177,Fourhorn,20.8,94.9,M,4.041,4,4.3,5.4,0.2
SSM042,2018,8/26/18,Empty,Empty,NA,NA,Fourhorn,22.2,104.4,M,0,1,3.3,5.5,0.2
SSM043,2018,8/26/18,krill,Krill,2,0.072,Slimy,17.9,82.3,F,0.325,2,4.7,4.5,0
SSM043,2018,8/26/18,unidentified,Digested,NA,0.253,Slimy,17.9,82.3,F,0.325,2,4.7,4.5,0
SSM044,2018,8/26/18,onisimus littoralis,Onisimus sp.,1,0.045,Slimy,11.4,20.3,F,0.19,2,0.6,0.2,0
SSM044,2018,8/26/18,unidentified,Digested,NA,0.114,Slimy,11.4,20.3,F,0.19,2,0.6,0.2,0
SSM045,2018,8/26/18,krill,Krill,1,0.084,Fourhorn,27.1,224.4,F,0.664,2,16.2,21,0.6
SSM045,2018,8/26/18,unidentified,Digested,NA,0.587,Fourhorn,27.1,224.4,F,0.664,2,16.2,21,0.6
SSM046,2018,8/28/18,onisimus littoralis,Onisimus sp.,3,0.147,Fourhorn,27,237.5,F,15.738,5,15.7,16.6,1
SSM046,2018,8/28/18,large black amphipod,Amphipod,1,0.247,Fourhorn,27,237.5,F,15.738,5,15.7,16.6,1
SSM046,2018,8/28/18,unidentified,Digested,NA,15.344,Fourhorn,27,237.5,F,15.738,5,15.7,16.6,1
SSM047,2018,8/30/18,unidentified,Digested,1,0.121,Fourhorn,25.9,163.2,F,0.857,2,11.5,16.4,0.3
SSM047,2018,8/30/18,unidentified,Digested,NA,0.736,Fourhorn,25.9,163.2,F,0.857,2,11.5,16.4,0.3
SSM048,2018,8/30/18,unidentified,Digested,NA,0.965,Fourhorn,24.5,126.8,M,0.965,2,4.7,4.4,0.2
SSM051,2018,9/2/18,Empty,Empty,NA,NA,Fourhorn,22,102.5,F,0,1,6.9,10.4,0.2
SSM052,2018,9/2/18,unidentified,Digested,NA,0.345,Fourhorn,18.8,47.5,M,0.386,2,1,2.9,0.1
SSM053,2018,9/3/18,onisimus littoralis,Onisimus sp.,2,0.14,Fourhorn,23.8,133.4,M,1.811,3,7.6,7.3,0.2
SSM053,2018,9/3/18,gammarus,Gammarus sp.,1,0.038,Fourhorn,23.8,133.4,M,1.811,3,7.6,7.3,0.2
SSM053,2018,9/3/18,unidentified,Digested,NA,1.478,Fourhorn,23.8,133.4,M,1.811,3,7.6,7.3,0.2
SSM054,2018,9/3/18,amphipod,Amphipod,NA,0.892,Fourhorn,18.7,57.3,F,1.257,3,1.9,1.3,0
SSM054,2018,9/3/18,gammarus,Gammarus sp.,3,0.189,Fourhorn,18.7,57.3,F,1.257,3,1.9,1.3,0
SSM054,2018,9/3/18,onisimus littoralis,Onisimus sp.,3,0.177,Fourhorn,18.7,57.3,F,1.257,3,1.9,1.3,0
SSM055,2018,9/4/18,onisimus bits,Onisimus sp.,15,0.737,Fourhorn,28.2,282.2,F,13.219,4,18,25.9,0.7
SSM055,2018,9/4/18,unidentified,Digested,NA,12.482,Fourhorn,28.2,282.2,F,13.219,4,18,25.9,0.7
SSM056,2018,9/4/18,onisimus littoralis,Onisimus sp.,5,0.183,Fourhorn,25.8,196.2,F,2.453,3,11,14.7,0.4
SSM056,2018,9/4/18,unidentified,Digested,NA,2.27,Fourhorn,25.8,196.2,F,2.453,3,11,14.7,0.4
SSM057,2018,9/4/18,larval fish,Fish,4,0.316,Fourhorn,19,74.6,F,4.28,5,4.3,5.7,0.2
SSM057,2018,9/4/18,onisimus littoralis,Onisimus sp.,5,0.274,Fourhorn,19,74.6,F,4.28,5,4.3,5.7,0.2
SSM057,2018,9/4/18,gammarus,Gammarus sp.,2,0.226,Fourhorn,19,74.6,F,4.28,5,4.3,5.7,0.2
SSM057,2018,9/4/18,unidentified,Digested,NA,3.464,Fourhorn,19,74.6,F,4.28,5,4.3,5.7,0.2
SSM058,2018,9/6/18,onisimus littoralis,Onisimus sp.,9,0.515,Fourhorn,24.8,184.8,F,4.402,3,14.9,23.5,0.4
SSM058,2018,9/6/18,unidentified,Digested,NA,3.887,Fourhorn,24.8,184.8,F,4.402,3,14.9,23.5,0.4
SSM059,2018,9/6/18,unidentified,Digested,NA,2.242,Fourhorn,24.6,139.9,F,2.486,3,8.5,11.5,0.3
SSM059,2018,9/6/18,onisimus littoralis,Onisimus sp.,2,0.085,Fourhorn,24.6,139.9,F,2.486,3,8.5,11.5,0.3
SSM059,2018,9/6/18,krill,Krill,2,0.1,Fourhorn,24.6,139.9,F,2.486,3,8.5,11.5,0.3
SSM060,2019,8/12/19,amphipod,Amphipod,1,0.002,Fourhorn,13.32,16.9,M,0.1,NA,0.1,0.9,0
SSM060,2019,8/12/19,onisimus sp.,Onisimus sp.,1,0.016,Fourhorn,13.32,16.9,M,0.1,NA,0.1,0.9,0
SSM060,2019,8/12/19,krill,Krill,1,0.016,Fourhorn,13.32,16.9,M,0.1,NA,0.1,0.9,0
SSM061,2019,8/13/19,gammarus sp.,Gammarus sp.,1,0.024,Fourhorn,14.63,23,M,0.2,NA,0.3,0.2,0
SSM062,2019,8/13/19,gammarus sp.,Gammarus sp.,2,0.075,Fourhorn,14.83,25.5,M,0.8,NA,0.3,1.4,0
SSM062,2019,8/13/19,fish,Fish,4,0.272,Fourhorn,14.83,25.5,M,0.8,NA,0.3,1.4,0
SSM063,2019,8/15/19,empty,Empty,0,0,Fourhorn,15.34,25.4,M,0,NA,0.3,0.3,0
SSM064,2019,8/15/19,onisimus sp.,Onisimus sp.,2,0.006,Fourhorn,16.6,29.4,F,0.6,NA,0,0.5,0
SSM064,2019,8/15/19,amphipod,Amphipod,1,0.007,Fourhorn,16.6,29.4,F,0.6,NA,0,0.5,0
SSM064,2019,8/15/19,digested,Digested,NA,0.058,Fourhorn,16.6,29.4,F,0.6,NA,0,0.5,0
SSM065,2019,8/16/19,amphipod,Amphipod,1,0,Fourhorn,16.4,29,F,0.2,NA,0.3,0.6,0
SSM066,2019,8/16/19,krill,Krill,2,0.002,Fourhorn,13.24,18.2,F,1.4,NA,0.1,0.2,0
SSM066,2019,8/16/19,onisimus sp.,Onisimus sp.,1,0.003,Fourhorn,13.24,18.2,F,1.4,NA,0.1,0.2,0
SSM066,2019,8/16/19,sea angel,Sea Angel,7,0.413,Fourhorn,13.24,18.2,F,1.4,NA,0.1,0.2,0
SSM067,2019,8/16/19,digested,Digested,NA,0.002,Fourhorn,15.2,26.2,M,0,NA,0.4,1.4,0
SSM068,2019,8/18/19,fish,Fish,1,0.135,Fourhorn,13.9,21.8,F,1.4,NA,0.3,0.2,0
SSM068,2019,8/18/19,krill,Krill,1,0.02,Fourhorn,13.9,21.8,F,1.4,NA,0.3,0.2,0
SSM068,2019,8/18/19,gammarus sp.,Gammarus sp.,19,0.438,Fourhorn,13.9,21.8,F,1.4,NA,0.3,0.2,0
SSM069,2019,8/18/19,fish,Fish,3,0.205,Fourhorn,15.02,27.5,F,0.8,NA,0.3,0.3,0
SSM070,2019,8/18/19,digested,Digested,NA,0.001,Fourhorn,13.42,17,M,0.4,NA,0.3,0.5,0
SSM070,2019,8/18/19,amphipod,Amphipod,1,0.002,Fourhorn,13.42,17,M,0.4,NA,0.3,0.5,0
SSM070,2019,8/18/19,fish,Fish,1,0.103,Fourhorn,13.42,17,M,0.4,NA,0.3,0.5,0
SSM071,2019,8/18/19,gammarus sp.,Gammarus sp.,1,0.034,Fourhorn,12.59,16.8,F,1.4,NA,0.3,0.2,0
SSM071,2019,8/18/19,amphipod,Amphipod,1,0.023,Fourhorn,12.59,16.8,F,1.4,NA,0.3,0.2,0
SSM071,2019,8/18/19,fish,Fish,4,0.469,Fourhorn,12.59,16.8,F,1.4,NA,0.3,0.2,0
SSM072,2019,8/18/19,fish,Fish,3,0.374,Fourhorn,14.55,22.4,F,0.8,NA,0.2,0.2,0
SSM072,2019,8/18/19,amphipod,Amphipod,1,0.008,Fourhorn,14.55,22.4,F,0.8,NA,0.2,0.2,0
SSM073,2019,8/19/19,amphipod,Amphipod,1,0.003,Fourhorn,14.98,27.1,F,1.2,NA,0.2,0.3,0
SSM073,2019,8/19/19,gammarus sp.,Gammarus sp.,2,0.048,Fourhorn,14.98,27.1,F,1.2,NA,0.2,0.3,0
SSM073,2019,8/19/19,krill,Krill,2,0.058,Fourhorn,14.98,27.1,F,1.2,NA,0.2,0.3,0
SSM073,2019,8/19/19,fish,Fish,1,0.148,Fourhorn,14.98,27.1,F,1.2,NA,0.2,0.3,0
SSM073,2019,8/19/19,digested,Digested,NA,0.217,Fourhorn,14.98,27.1,F,1.2,NA,0.2,0.3,0
SSM074,2019,8/19/19,digested,Digested,NA,0.001,Fourhorn,13.6,16.8,F,0,NA,0.1,0.2,0
SSM075,2019,8/19/19,amphipod,Amphipod,1,0.005,Fourhorn,13.04,16.1,M,0.2,NA,0.2,0,0
SSM075,2019,8/19/19,digested,Digested,NA,0.005,Fourhorn,13.04,16.1,M,0.2,NA,0.2,0,0
SSM076,2019,8/21/19,krill,Krill,87,1.038,Slimy,12.09,23.2,M,2.3,NA,0.7,0,0
SSS001,2018,7/20/18,Copepod,Copepod,1305,74.944,Arctic char,90,6000,NA,89.785,NA,NA,NA,NA
SSS001,2018,7/20/18,Gammarus,Gammarus sp.,103,3.387,Arctic char,90,6000,NA,89.785,NA,NA,NA,NA
SSS002,2018,7/23/18,Unidentified,Digested,NA,2.834,Arctic char,62,1800,NA,2.834,NA,NA,NA,NA
SSS003,2018,7/26/18,arctic cod,Arctic cod,1,48.11,Arctic char,NA,NA,NA,39.519,NA,NA,NA,NA
SSS003,2018,7/26/18,amphipod,Amphipod,NA,36.917,Arctic char,NA,NA,NA,39.519,NA,NA,NA,NA
SSS004,2018,7/29/18,Krill,Krill,1253,10.218,Arctic char,67,2350,NA,27.751,4,46,24.3,NA
SSS004,2018,7/29/18,Onisimus littoralis,Onisimus sp.,141,3.715,Arctic char,67,2350,NA,27.751,4,46,24.3,NA
SSS004,2018,7/29/18,Sandlance,Sand lance,2,1.251,Arctic char,67,2350,NA,27.751,4,46,24.3,NA
SSS005,2018,7/30/18,copepod,Copepod,NA,1.017,Arctic char,73.2,2700,M,1.017,2,52.8,8.5,NA
SSS006,2018,7/30/18,Gammaracanthus,Gammaracanthus sp.,3,0.333,Arctic char,86,4550,M,1.271,2,101.9,11.1,NA
SSS006,2018,7/30/18,Onisimus littoralis,Onisimus sp.,4,0.122,Arctic char,86,4550,M,1.271,2,101.9,11.1,NA
SSS006,2018,7/30/18,Gammarus,Gammarus sp.,4,0.051,Arctic char,86,4550,M,1.271,2,101.9,11.1,NA
SSS006,2018,7/30/18,Pink Bell,Jellyfish,1,0.07,Arctic char,86,4550,M,1.271,2,101.9,11.1,NA
SSS006,2018,7/30/18,Unidentified,Digested,NA,0.774,Arctic char,86,4550,M,1.271,2,101.9,11.1,NA
SSS007,2018,7/30/18,Onisimus littoralis,Onisimus sp.,32,0.875,Arctic char,85,5600,M,9.342,2,115.6,9.6,10.7
SSS007,2018,7/30/18,Unidentified,Digested,NA,7.101,Arctic char,85,5600,M,9.342,2,115.6,9.6,10.7
SSS008,2018,7/30/18,Copepod,Copepod,NA,1.945,Arctic char,63.2,1750,F,2.101,2,32.1,15.6,2.5
SSS009,2018,8/1/18,Onisimus littoralis,Onisimus sp.,93,3.473,Arctic char,72.4,2400,M,11.869,3,40.1,6.6,4
SSS009,2018,8/1/18,Unidentified,Digested,NA,5.704,Arctic char,72.4,2400,M,11.869,3,40.1,6.6,4
SSS010,2018,8/2/18,Gammarus,Gammarus sp.,1,0.287,Arctic char,65.4,2020,M,1.784,2,30.4,4.3,4.6
SSS010,2018,8/2/18,Krill,Krill,12,0.367,Arctic char,65.4,2020,M,1.784,2,30.4,4.3,4.6
SSS010,2018,8/2/18,Onisimus littoralis,Onisimus sp.,22,0.666,Arctic char,65.4,2020,M,1.784,2,30.4,4.3,4.6
SSS011,2018,8/2/18,Onisimus littoralis,Onisimus sp.,1,0.032,Arctic char,66.8,1800,F,1.225,2,35,19.6,3.9
SSS011,2018,8/2/18,Larval Fish,Fish,8,0.028,Arctic char,66.8,1800,F,1.225,2,35,19.6,3.9
SSS012,2018,8/4/18,Onisimus littoralis,Onisimus sp.,6,0.143,Arctic char,67,NA,M,1.759,2,34.3,5.7,5.1
SSS012,2018,8/4/18,Onisimus sp.,Onisimus sp.,1,0.052,Arctic char,67,NA,M,1.759,2,34.3,5.7,5.1
SSS012,2018,8/4/18,Krill,Krill,2,0.074,Arctic char,67,NA,M,1.759,2,34.3,5.7,5.1
SSS013,2018,8/4/18,Onisimus littoralis,Onisimus sp.,1,0.014,Arctic char,59,1940,F,0.655,2,40.7,11.4,4.1
SSS013,2018,8/4/18,Unidentified,Digested,NA,0.629,Arctic char,59,1940,F,0.655,2,40.7,11.4,4.1
SSS014,2018,8/4/18,Krill,Krill,2,0.034,Arctic char,63.2,2250,F,6.582,2,45.2,17.3,4.2
SSS014,2018,8/4/18,Onisimus littoralis,Onisimus sp.,6,0.16,Arctic char,63.2,2250,F,6.582,2,45.2,17.3,4.2
SSS014,2018,8/4/18,Krill Paste,Krill,NA,5.342,Arctic char,63.2,2250,F,6.582,2,45.2,17.3,4.2
SSS015,2018,8/6/18,Sandlance,Sand lance,3,6.021,Arctic char,79,4000,M,56.1,3,65.6,10,NA
SSS015,2018,8/6/18,Gammarus,Gammarus sp.,1,0.121,Arctic char,79,4000,M,7.087,3,65.6,10,NA
SSS015,2018,8/6/18,Larval Fish,Fish,3,0.048,Arctic char,79,4000,M,7.087,3,65.6,10,NA
SSS015,2018,8/6/18,Onisimus littoralis,Onisimus sp.,2,0.041,Arctic char,79,4000,M,7.087,3,65.6,10,NA
SSS016,2018,8/6/18,Onisimus littoralis,Onisimus sp.,3,0.057,Arctic char,75,3720,M,1.983,2,51.8,7.5,5.5
SSS016,2018,8/6/18,Sea Angel,Sea Angel,8,1.538,Arctic char,75,3720,M,1.983,2,51.8,7.5,5.5
SSS017A,2018,8/6/18,Krill,Krill,2,0.097,Arctic char,90.8,5550,M,0.318,2,89.8,11.7,18
SSS017A,2018,8/6/18,Onisimus littoralis,Onisimus sp.,1,0,Arctic char,90.8,5550,M,0.318,2,89.8,11.7,18
SSS017A,2018,8/6/18,Unidentified,Digested,NA,0.237,Arctic char,90.8,5550,M,0.318,2,89.8,11.7,18
SSS017B,2018,8/8/18,Onisimus littoralis,Onisimus sp.,45,0.715,Arctic char,76,3150,F,2.501,3,64.5,43.2,10
SSS017B,2018,8/8/18,Unidentified,Digested,NA,1.014,Arctic char,76,3150,F,2.501,3,64.5,43.2,10
SSS017B,2018,8/8/18,Gammaracanthus,Gammaracanthus sp.,1,0.148,Arctic char,76,3150,F,2.501,3,64.5,43.2,10
SSS018,2018,8/8/18,Krill,Krill,1,0.006,Arctic char,41.4,620,F,6.047,3,11,1.1,1
SSS018,2018,8/8/18,Copepod,Copepod,NA,3.909,Arctic char,41.4,620,F,6.047,3,11,1.1,1
SSS018,2018,8/8/18,Unidentified,Digested,NA,0.663,Arctic char,41.4,620,F,6.047,3,11,1.1,1
SSS018,2018,8/8/18,Larval Fish,Fish,NA,0.372,Arctic char,41.4,620,F,6.047,3,11,1.1,1
SSS019,2018,8/14/18,Gammarus,Gammarus sp.,2,0.122,Arctic char,82,4350,F,3.282,2,80.6,45.6,9.9
SSS019,2018,8/14/18,Onisimus littoralis,Onisimus sp.,7,0.103,Arctic char,82,4350,F,3.282,2,80.6,45.6,9.9
SSS019,2018,8/14/18,Digested material,Digested,NA,1,Arctic char,82,4350,F,3.282,2,80.6,45.6,9.9
SSS020,2018,8/19/18,Onisimus littoralis,Onisimus sp.,1122,62.181,Arctic char,83,6600,M,67.465,5,145.3,11.2,12.2
SSS020,2018,8/19/18,Larval Fish,Fish,12,1.672,Arctic char,83,6600,M,67.465,5,145.3,11.2,12.2
SSS022,2018,8/28/18,Sandlance,Sand lance,8,19.37,Arctic char,77.6,3900,M,25.572,4,82.9,52.6,18.3
SSS53,2019,8/14/19,Themisto,Themisto sp.,NA,5.191,Arctic char,42.4,700,M,9.3,NA,14.6,1,1.5
SSS23,2019,8/8/19,Themisto,Themisto sp.,312,21.876,Arctic char,64,2350,F,40.2,NA,51.1,14.3,3.5
SSS23,2019,8/8/19,Copepod,Copepod,52,0.357,Arctic char,64,2350,F,40.2,NA,51.1,14.3,3.5
SSS23,2019,8/8/19,Onisimus,Onisimus sp.,8,0.127,Arctic char,64,2350,F,40.2,NA,51.1,14.3,3.5
SSS23,2019,8/8/19,Krill,Krill,15,0.054,Arctic char,64,2350,F,40.2,NA,51.1,14.3,3.5
SSS23,2019,8/8/19,Fish,Fish,28,2.743,Arctic char,64,2350,F,40.2,NA,51.1,14.3,3.5
SSS24,2019,8/8/19,Sculpin,Fish,1,0.782,Arctic char,66.2,3400,M,63.8,NA,77.7,2.9,4.7
SSS24,2019,8/8/19,Fish,Fish,80,6.556,Arctic char,66.2,3400,M,63.8,NA,77.7,2.9,4.7
SSS24,2019,8/8/19,Onisimus,Onisimus sp.,4,0.087,Arctic char,66.2,3400,M,63.8,NA,77.7,2.9,4.7
SSS24,2019,8/8/19,Themisto,Themisto sp.,389,28.742,Arctic char,66.2,3400,M,63.8,NA,77.7,2.9,4.7
SSS24,2019,8/8/19,Copepod,Copepod,16,0.09,Arctic char,66.2,3400,M,63.8,NA,77.7,2.9,4.7
SSS25,2019,8/8/19,Onisimus,Onisimus sp.,4,0.115,Arctic char,61.8,2700,F,51.6,NA,57.2,20.7,3.8
SSS25,2019,8/8/19,Themisto,Themisto sp.,265,24.151,Arctic char,61.8,2700,F,51.6,NA,57.2,20.7,3.8
SSS25,2019,8/8/19,Copepod,Copepod,17,0.144,Arctic char,61.8,2700,F,51.6,NA,57.2,20.7,3.8
SSS25,2019,8/8/19,Fish,Fish,56,4.477,Arctic char,61.8,2700,F,51.6,NA,57.2,20.7,3.8
SSS26,2019,8/8/19,Fish,Fish,4,2.718,Arctic char,68,3100,M,28,NA,65.1,7.2,5.3
SSS26,2019,8/8/19,Onisimus,Onisimus sp.,2,0.077,Arctic char,68,3100,M,28,NA,65.1,7.2,5.3
SSS26,2019,8/8/19,Themisto,Themisto sp.,17,0.722,Arctic char,68,3100,M,28,NA,65.1,7.2,5.3
SSS27,2019,8/10/19,Fish,Fish,NA,5.073,Arctic char,65.4,2950,M,113.1,NA,63.1,1.1,5.4
SSS27,2019,8/10/19,Themisto,Themisto sp.,1241,83.623,Arctic char,65.4,2950,M,113.1,NA,63.1,1.1,5.4
SSS27,2019,8/10/19,Copepod,Copepod,40,0.746,Arctic char,65.4,2950,M,113.1,NA,63.1,1.1,5.4
SSS28,2019,8/10/19,Fish,Fish,38,1.772,Arctic char,67,3200,F,116.1,NA,83.8,30.5,7.3
SSS28,2019,8/10/19,Onisimus,Onisimus sp.,4,0.092,Arctic char,67,3200,F,116.1,NA,83.8,30.5,7.3
SSS28,2019,8/10/19,Copepod,Copepod,9,0.113,Arctic char,67,3200,F,116.1,NA,83.8,30.5,7.3
SSS28,2019,8/10/19,Themisto,Themisto sp.,1397,93.578,Arctic char,67,3200,F,116.1,NA,83.8,30.5,7.3
SSS29,2019,8/10/19,Themisto,Themisto sp.,1888,139.31,Arctic char,67.2,3800,F,176,NA,107,28.5,7.2
SSS29,2019,8/10/19,Onisimus,Onisimus sp.,1,0.016,Arctic char,67.2,3800,F,176,NA,107,28.5,7.2
SSS29,2019,8/10/19,Copepod,Copepod,3,0.027,Arctic char,67.2,3800,F,176,NA,107,28.5,7.2
SSS29,2019,8/10/19,Fish,Fish,7,0.242,Arctic char,67.2,3800,F,176,NA,107,28.5,7.2
SSS30,2019,8/10/19,Themisto,Themisto sp.,1358,97.78,Arctic char,64.6,2850,F,108.6,NA,57.5,18.5,4.3
SSS30,2019,8/10/19,Fish,Fish,2,0.037,Arctic char,64.6,2850,F,108.6,NA,57.5,18.5,4.3
SSS30,2019,8/10/19,Onisimus,Onisimus sp.,2,0.047,Arctic char,64.6,2850,F,108.6,NA,57.5,18.5,4.3
SSS30,2019,8/10/19,Copepod,Copepod,2,0.003,Arctic char,64.6,2850,F,108.6,NA,57.5,18.5,4.3
SSS30,2019,8/10/19,Unidentified,Digested,1,0.109,Arctic char,64.6,2850,F,108.6,NA,57.5,18.5,4.3
SSS31,2019,8/10/19,Krill,Krill,2,0.329,Arctic char,64,2950,M,120.3,NA,56.8,6.3,6.2
SSS31,2019,8/10/19,Copepod,Copepod,2,0.021,Arctic char,64,2950,M,120.3,NA,56.8,6.3,6.2
SSS31,2019,8/10/19,Arctic Cod,Arctic cod,1,1.47,Arctic char,64,2950,M,120.3,NA,56.8,6.3,6.2
SSS31,2019,8/10/19,Themisto,Themisto sp.,1448,104.989,Arctic char,64,2950,M,120.3,NA,56.8,6.3,6.2
SSS32,2019,8/10/19,Themisto,Themisto sp.,1510,110.149,Arctic char,62.8,2800,M,129.6,NA,59.9,1.8,4.8
SSS32,2019,8/10/19,Copepod,Copepod,1,0.007,Arctic char,62.8,2800,M,129.6,NA,59.9,1.8,4.8
SSS32,2019,8/10/19,Onisimus,Onisimus sp.,3,0.074,Arctic char,62.8,2800,M,129.6,NA,59.9,1.8,4.8
SSS33,2019,8/10/19,Themisto,Themisto sp.,1523,81.132,Arctic char,61.2,2500,M,98.5,NA,51.1,2.3,4
SSS33,2019,8/10/19,Onisimus,Onisimus sp.,5,0.15,Arctic char,61.2,2500,M,98.5,NA,51.1,2.3,4
SSS33,2019,8/10/19,Copepod,Copepod,10,0.057,Arctic char,61.2,2500,M,98.5,NA,51.1,2.3,4
SSS33,2019,8/10/19,Fish,Fish,24,0.548,Arctic char,61.2,2500,M,98.5,NA,51.1,2.3,4
SSS34,2019,8/10/19,Fish,Fish,9,0.376,Arctic char,71,3650,M,54.3,NA,67.8,3.7,7.3
SSS34,2019,8/10/19,Onisimus,Onisimus sp.,1,0.02,Arctic char,71,3650,M,54.3,NA,67.8,3.7,7.3
SSS34,2019,8/10/19,Krill,Krill,1,0.073,Arctic char,71,3650,M,54.3,NA,67.8,3.7,7.3
SSS34,2019,8/10/19,Themisto,Themisto sp.,580,41.351,Arctic char,71,3650,M,54.3,NA,67.8,3.7,7.3
SSS35,2019,8/11/19,Themisto,Themisto sp.,173,11.931,Arctic char,66.4,3250,F,15.5,NA,67.4,34.5,6.6
SSS35,2019,8/11/19,Fish,Fish,2,0.028,Arctic char,66.4,3250,F,15.5,NA,67.4,34.5,6.6
SSS35,2019,8/11/19,Copepod,Copepod,13,0.15,Arctic char,66.4,3250,F,15.5,NA,67.4,34.5,6.6
SSS36,2019,8/11/19,Themisto,Themisto sp.,NA,10.071,Arctic char,79.2,5100,F,16.3,NA,114.5,58.5,9.8
SSS36,2019,8/11/19,Unidentified,Digested,1,0.136,Arctic char,79.2,5100,F,16.3,NA,114.5,58.5,9.8
SSS36,2019,8/11/19,Eggs,Miscellaneous,3,0.015,Arctic char,79.2,5100,F,16.3,NA,114.5,58.5,9.8
SSS37,2019,8/11/19,Themisto,Themisto sp.,680,46.147,Arctic char,71.4,4450,M,61.6,NA,95.6,4.1,9
SSS37,2019,8/11/19,Fish,Fish,12,2.796,Arctic char,71.4,4450,M,61.6,NA,95.6,4.1,9
SSS38,2019,8/11/19,Themisto,Themisto sp.,695,58.862,Arctic char,64.4,2700,M,72.6,NA,50.6,1.8,4
SSS38,2019,8/11/19,Fish,Fish,1,0.039,Arctic char,64.4,2700,M,72.6,NA,50.6,1.8,4
SSS38,2019,8/11/19,Onisimus,Onisimus sp.,1,0.096,Arctic char,64.4,2700,M,72.6,NA,50.6,1.8,4
SSS39,2019,8/11/19,Fish,Fish,201,7.257,Arctic char,44.6,900,J,36.5,NA,18.9,0.2,2
SSS39,2019,8/11/19,Themisto,Themisto sp.,195,14.276,Arctic char,44.6,900,J,36.5,NA,18.9,0.2,2
SSS39,2019,8/11/19,Copepod,Copepod,10,0.132,Arctic char,44.6,900,J,36.5,NA,18.9,0.2,2
SSS39,2019,8/11/19,Onisimus,Onisimus sp.,2,0.092,Arctic char,44.6,900,J,36.5,NA,18.9,0.2,2
SSS39,2019,8/11/19,Krill,Krill,19,0.387,Arctic char,44.6,900,J,36.5,NA,18.9,0.2,2
SSS40,2019,8/11/19,Themisto,Themisto sp.,958,105.455,Arctic char,70,3300,F,131.8,NA,84.8,21.7,6.7
SSS40,2019,8/11/19,Onisimus,Onisimus sp.,2,0.059,Arctic char,70,3300,F,131.8,NA,84.8,21.7,6.7
SSS40,2019,8/11/19,Sea Angel,Sea Angel,2,0.11,Arctic char,70,3300,F,131.8,NA,84.8,21.7,6.7
SSS40,2019,8/11/19,Copepod,Copepod,4,0.035,Arctic char,70,3300,F,131.8,NA,84.8,21.7,6.7
SSS40,2019,8/11/19,Fish,Fish,38,1.278,Arctic char,70,3300,F,131.8,NA,84.8,21.7,6.7
SSS41,2019,8/12/19,Arctic Cod,Arctic cod,2,3.504,Arctic char,73,3850,F,113.6,NA,90.9,16.8,7.8
SSS41,2019,8/12/19,Onisimus,Onisimus sp.,7,0.365,Arctic char,73,3850,F,113.6,NA,90.9,16.8,7.8
SSS41,2019,8/12/19,Themisto,Themisto sp.,8,0.645,Arctic char,73,3850,F,113.6,NA,90.9,16.8,7.8
SSS41,2019,8/12/19,Fish,Fish,365,57.072,Arctic char,73,3850,F,113.6,NA,90.9,16.8,7.8
SSS42,2019,8/12/19,Fish,Fish,748,42.825,Arctic char,64.6,3250,F,84,NA,83.2,18.7,6.2
SSS42,2019,8/12/19,Arctic Cod,Arctic cod,1,1.144,Arctic char,64.6,3250,F,84,NA,83.2,18.7,6.2
SSS42,2019,8/12/19,Themisto,Themisto sp.,4,0.277,Arctic char,64.6,3250,F,84,NA,83.2,18.7,6.2
SSS42,2019,8/12/19,Onisimus,Onisimus sp.,2,0.162,Arctic char,64.6,3250,F,84,NA,83.2,18.7,6.2
SSS42,2019,8/12/19,Krill,Krill,12,0.924,Arctic char,64.6,3250,F,84,NA,83.2,18.7,6.2
SSS43,2019,8/13/19,Arctic Cod,Arctic cod,1,11.16,Arctic char,75.2,4300,M,71.2,NA,75.5,6.6,3
SSS43,2019,8/13/19,Ocean Pout,Fish,2,27.847,Arctic char,75.2,4300,M,71.2,NA,75.5,6.6,3
SSS43,2019,8/13/19,Krill,Krill,NA,5.938,Arctic char,75.2,4300,M,71.2,NA,75.5,6.6,3
SSS44,2019,8/13/19,Arctic Cod,Arctic cod,3,5.117,Arctic char,48.6,1300,M,35.7,NA,23.6,0.4,2.5
SSS44,2019,8/13/19,Krill,Krill,5,0.357,Arctic char,48.6,1300,M,35.7,NA,23.6,0.4,2.5
SSS44,2019,8/13/19,Onisimus,Onisimus sp.,2,0.082,Arctic char,48.6,1300,M,35.7,NA,23.6,0.4,2.5
SSS44,2019,8/13/19,Themisto,Themisto sp.,11,0.905,Arctic char,48.6,1300,M,35.7,NA,23.6,0.4,2.5
SSS45,2019,8/13/19,Fish,Fish,25,4.455,Arctic char,72.8,4050,M,44.9,NA,101.5,2,7.1
SSS45,2019,8/13/19,Themisto,Themisto sp.,171,13.357,Arctic char,72.8,4050,M,44.9,NA,101.5,2,7.1
